"REF_DATE","GEO","DGUID","Educational attainment level","Labour force and education status","Age group","Sex","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","34","","","","0"
"2012","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","32","","","","0"
"2013","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","35","","","","0"
"2014","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","35","","","","0"
"2015","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","37","","","","0"
"2016","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","36","","","","0"
"2017","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","36","","","","0"
"2018","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","34","","","","0"
"2019","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","42","","","","0"
"2020","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","37","","","","0"
"2021","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","46","","","","0"
"2022","Yukon","2021A000260","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936566","13.1.2.1.1.1","38","","","","0"
"2004","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","15","","","","0"
"2005","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","15","","","","0"
"2006","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","12","","","","0"
"2007","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","14","","","","0"
"2008","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","15","","","","0"
"2009","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","9","","","","0"
"2010","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","12","","","","0"
"2011","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","11","","","","0"
"2012","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","12","","","","0"
"2013","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","12","","","","0"
"2014","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","10","","","","0"
"2015","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","11","","","","0"
"2016","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","11","","","","0"
"2017","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","14","","","","0"
"2018","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","11","","","","0"
"2019","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","15","","","","0"
"2020","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","14","","","","0"
"2021","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","17","","","","0"
"2022","Yukon","2021A000260","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936602","13.1.3.1.1.1","18","","","","0"
"2004","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","55","","","","0"
"2005","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","61","","","","0"
"2006","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","61","","","","0"
"2007","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","61","","","","0"
"2008","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","62","","","","0"
"2009","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","68","","","","0"
"2010","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","63","","","","0"
"2011","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","66","","","","0"
"2012","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","68","","","","0"
"2013","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","65","","","","0"
"2014","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","65","","","","0"
"2015","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","63","","","","0"
"2016","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","64","","","","0"
"2017","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","64","","","","0"
"2018","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","66","","","","0"
"2019","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","58","","","","0"
"2020","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","63","","","","0"
"2021","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","54","","","","0"
"2022","Yukon","2021A000260","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936638","13.1.4.1.1.1","62","","","","0"
"2004","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","41","","","","0"
"2005","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","47","","","","0"
"2006","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","48","","","","0"
"2007","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","46","","","","0"
"2008","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","47","","","","0"
"2009","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","50","","","","0"
"2010","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","44","","","","0"
"2011","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","49","","","","0"
"2012","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","50","","","","0"
"2013","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","50","","","","0"
"2014","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","53","","","","0"
"2015","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","52","","","","0"
"2016","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","49","","","","0"
"2017","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","49","","","","0"
"2018","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","51","","","","0"
"2019","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","47","","","","0"
"2020","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","48","","","","0"
"2021","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","37","","","","0"
"2022","Yukon","2021A000260","Total, all education levels","Employed, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936674","13.1.5.1.1.1","52","","","","0"
"2004","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","14","","","","0"
"2005","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","14","","","","0"
"2006","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","13","","","","0"
"2007","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","15","","","","0"
"2008","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","15","","","","0"
"2009","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","18","","","","0"
"2010","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","19","","","","0"
"2011","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","18","","","","0"
"2012","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","17","","","","0"
"2013","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","15","","","","0"
"2014","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","13","","","","0"
"2015","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","11","","","","0"
"2016","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","15","","","","0"
"2017","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","15","","","","0"
"2018","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","15","","","","0"
"2019","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","10","","","","0"
"2020","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","14","","","","0"
"2021","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","17","","","","0"
"2022","Yukon","2021A000260","Total, all education levels","Sub-total, not in employment, education or training (NEET)","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247936710","13.1.6.1.1.1","11","","","","0"
"2004","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2005","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2006","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2007","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2008","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2009","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2010","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2011","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2012","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2013","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2014","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2015","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2016","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2017","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2018","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2019","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2020","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2021","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2022","Northwest Territories","2021A000261","Total, all education levels","Total, in education and not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937682","14.1.1.1.1.1","100","","","","0"
"2004","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","37","","","","0"
"2005","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","33","","","","0"
"2006","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","35","","","","0"
"2007","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","38","","","","0"
"2008","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","36","","","","0"
"2009","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","34","","","","0"
"2010","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","39","","","","0"
"2011","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","37","","","","0"
"2012","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","39","","","","0"
"2013","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","35","","","","0"
"2014","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","39","","","","0"
"2015","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","39","","","","0"
"2016","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","30","","","","0"
"2017","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","35","","","","0"
"2018","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","33","","","","0"
"2019","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","39","","","","0"
"2020","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","39","","","","0"
"2021","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","38","","","","0"
"2022","Northwest Territories","2021A000261","Total, all education levels","Total, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937718","14.1.2.1.1.1","31","","","","0"
"2004","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","8","","","","0"
"2005","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","9","","","","0"
"2006","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","11","","","","0"
"2007","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","12","","","","0"
"2008","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","9","","","","0"
"2009","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","6","","","","0"
"2010","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","8","","","","0"
"2011","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","9","","","","0"
"2012","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","10","","","","0"
"2013","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","11","","","","0"
"2014","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","11","","","","0"
"2015","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","9","","","","0"
"2016","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","9","","","","0"
"2017","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","9","","","","0"
"2018","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","10","","","","0"
"2019","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","14","","","","0"
"2020","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","9","","","","0"
"2021","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","14","","","","0"
"2022","Northwest Territories","2021A000261","Total, all education levels","Employed, in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937754","14.1.3.1.1.1","12","","","","0"
"2004","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","63","","","","0"
"2005","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","67","","","","0"
"2006","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","65","","","","0"
"2007","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","62","","","","0"
"2008","Northwest Territories","2021A000261","Total, all education levels","Total, not in education","Total, 15 to 29 years","Both sexes","Proportion","Percent","239","units","0","v1247937790","14.1.4.1.1.1","64","","","","0"
